steamid,personaname,personastate,communityvisibilitystate,profilestate,cityid,loccountrycode,loccityid,avgPrice,maxRequiredAge,usesMultiplayer,Genres,Publishers,Developers,Categories
76561197960265838,Martinooo,0,3,1,,US,4030,14.094923076923083,18,1,"Action,Adventure,Casual,Indie,RPG,Early Access,Simulation,Strategy,Free to Play,Racing,Sports,Massively Multiplayer","1C-777,2K Games,Aspyr (Mac, Linux),505 Games,ACE,Topware Interactive,Activision,Adam Foster,Aerosoft GmbH,Arkane Studios,Autumn Games,Marvelous,Bethesda Softworks,Bohemia Interactive,Brian Cronin,Capcom,Coffee Stain Studios,Deck13,Deep Silver,Devolver Digital,Double Fine Presents,Egosoft,Electronic Arts,Elefantopia,Epic Games, Inc.,Feral Interactive (Linux),Feral Interactive (Mac),SEGA,Warner Bros. Interactive Entertainment,Focus Home Interactive,Gaijin Entertainment,Games Farm,id Software,Introversion Software,Kalypso Media Digital,Keen Software House,Klei Entertainment,Krome Studios,Llamasoft LTD,Mark Healey,New World Interactive,NovaLogic,Octoshark Studios,PopCap Games,Rebellion,Remedy Entertainment,Ritual Entertainment,Robot Entertainment,Smashball Labs LLC,Square Enix,Strategy First,TaleWorlds Entertainment,Twisted Pixel Games,Ubisoft,Valve","1C: Maddox Games,3Division,Games Farm,Adam Foster,Arkane Studios,Artematica Entertainment,Ascaron Entertainment ltd.,Aspyr (Mac, Linux),Firaxis Games,Bohemia Interactive,Brian Cronin,Bugbear Entertainment,Capcom,Coffee Stain Studios,Croteam,Crytek Studios,Cyanide Studio,Day 1 Studios,Deadline Games,Deck 13,Deck13,Deepred,Egosoft,Elefantopia,Epic Games, Inc.,Eugen Systems,Feral Interactive (Linux),Feral Interactive (Mac),Relic Entertainment,The Creative Assembly,Rocksteady Studios,Free Lives,Gaijin Entertainment,Gearbox Software,id Software,Infinity Ward,Insurgency Development Team,Introversion Software,IO Interactive,KDV Games,Keen Games,Keen Software House,Klei Entertainment,Krome Studios,Lab Zero Games,Laminar Research,Lesta Studios Inc,Noviy Disk,Llamasoft LTD,Machine Games,MagicalTimeBean,Mark Healey,Mascot Entertainment,Momentum Digital Media Technologies,Monolith,Monolith Productions,Timegate,Muzzy Lane,NovaLogic,Obsidian Entertainment,Octoshark Studios,OVERKILL - a Starbreeze Studio.,Parallax Arts Studio,PopCap Games,Puny Human,Reality Pump Studios,Rebellion,Remedy Entertainment,Ritual Entertainment,Robot Entertainment,Sick Puppies,Smashball Labs LLC,Splash Damage,WB Games Montreal,SQUARE ENIX,Synergy Team,TaleWorlds Entertainment,Team Chivalry,Technetium Games,The Sims Studio,Third Wire Productions,Traveller's Tales,TT Games,Twisted Pixel Games,Valve,Zenimax Online Studios,Zombie Panic Team","game,mod"
76561197960265844,DivineHawk,0,1,1,,,,11.110149253731349,17,1,"Action,Adventure,Casual,Indie,Free to Play,Strategy,Racing,RPG,Simulation,Sports","2K Games,Aspyr (Mac),Feral Interactive (Mac),Chucklefish,Coffee Stain Studios,Deep Silver,Digital Tribe,Double Fine Productions,Electronic Arts,Warner Bros. Interactive Entertainment,Headup Games,Hidden Path Entertainment,Klei Entertainment,Microsoft Studios,New World Interactive,Paradox Interactive,PopCap Games, Inc.,RaceRoom Entertainment AG,Sector3 Studios,Ragequit Corporation,Rockstar Games,Ronimo Games,Runic Games,SimBin,Size Five Games,Square Enix,Ubisoft,Valve","2K Australia,2K Boston,2K China,2K Marin,Digital Extremes,Feral Interactive (Mac),4A Games,Aspyr (Mac),Irrational Games,Virtual Programming (Linux),Big Huge Games,SkyBox Labs,Coffee Stain Studios,Criterion Games,Day 1 Studios,Double Fine Productions,EA Redwood Shores,Ensemble Studios,Hidden Path Entertainment,Skybox Labs,Rocksteady Studios,Gearbox Software,Headup Games,Tindalos Interactive,Hopoo Games, LLC,Klei Entertainment,Monolith,NeocoreGames,New World Interactive,Nitro Games ,PopCap Games, Inc.,Psyonix,Ragequit Corporation,Recoil Games,Rockstar Leeds,Team Bondi,Ronimo Games,Runic Games,Sector3 Studios,SimBin,Size Five Games,Snowblind Studios,SpinTop Games,Supergiant Games,Techland,Traveller's Tales,Ubisoft Montreal,Valve,XYLA Entertainment","dlc,game"
76561197960265852,Man_at_Arms,0,3,1,,US,,11.646551724137932,17,1,"Action,Adventure,Indie,RPG,Free to Play,Strategy","Devolver Digital,Microsoft Studios,New World Interactive,Ragequit Corporation,Square Enix,Valve","Croteam,Gearbox Software,Humble Hearts LLC,Insurgency Development Team,New World Interactive,Psyonix,Ragequit Corporation,Valve","game,mod"
76561197960265854,Vertras,0,3,1,,US,,13.404571428571435,17,1,"Action,Adventure,Indie,Strategy,Free to Play,RPG,Casual,Simulation,Sports,Racing","1C-SoftClub,CD PROJEKT RED,Cherry Pop Games,Deep Silver,Double Fine Productions,Electronic Arts,Frozenbyte,Introversion Software,Klei Entertainment,Libredia,Microsoft Studios,Misfits Attic,N3V Games,New World Interactive,Nordic Games,Pantera Entertainment,Playdead,Ragequit Corporation,Rebellion,Reverb Publishing,SCS Software,Square Enix,Subset Games,The Fullbright Company,Trapdoor,Ubisoft,United Independent Entertainment GmbH,Unknown Worlds Entertainment,Valve,Warner Bros. Interactive Entertainment,Young Horses","4A Games,Actalogic,United Independent Entertainment GmbH,app2fun,CD PROJEKT RED,Cherry Pop Games,Chronic Logic,Criterion Games,Crytek Studios,DICE,Double Fine Productions,EA Los Angeles,EA Redwood Shores,Electronic Arts,Frozenbyte,Gearbox Software,Halycon Media GmbH & Co. KG,Introversion Software,Klei Entertainment,Misfits Attic,N3V Games,New World Interactive,Pantera Entertainment,Playdead,PlayWay S.A.,Polytron Corporation,Psyonix,Ragequit Corporation,Ratloop Asia,Rebellion,SCS Software,Subset Games,Supergiant Games,The Fullbright Company,Ubisoft - San Francisco,Unknown Worlds,Unknown Worlds Entertainment,Valve,Young Horses",game
76561197960265866,globstars*kapiche,0,3,1,,US,,7.214444444444443,0,1,"Action,Adventure,Free to Play,Massively Multiplayer,RPG,Indie,Strategy","Daybreak Game Company,Team Psykskallar,Valve","Daybreak Game Company,Gearbox Software,Team Psykskallar,Valve",game
76561197960265874,BadaBing!,0,3,1,,,,7.931764705882351,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960265876,motorcross star,0,1,1,,,,13.321418918918926,18,1,"Action,Adventure,Early Access,Indie,Massively Multiplayer,RPG,Racing,Strategy,Casual,Simulation,Free to Play,Sports","24 Caret Games,2K Games,Aspyr (Mac, Linux),505 Games,Activision,Aspyr (Mac),Aeria Games,Arcen Games, LLC,Bohemia Interactive,Bossa Studios,Cherry Pop Games,Codemasters,Coffee Stain Studios,David Williamson,Deep Silver,Devolver Digital,Digerati Distribution,Double Fine Productions,Edge of Reality,Edmund McMillen,Electronic Arts,Facepunch Studios,Feral Interactive (Linux),Feral Interactive (Mac),SEGA,Warner Bros. Interactive Entertainment,Frozenbyte,Gaijin Games,Gaslamp Games, Inc.,Kerberos Productions Inc.,Klei Entertainment,Ludochip,Lunar Giant Studios,Manic Game Studios,Microsoft Studios,Misfits Attic,N3V Games,New World Interactive,Nordic Games,Paradox Interactive,Playdead,PopCap Games,Ragequit Corporation,Re-Logic,Reverb Publishing,Robot Entertainment,Rockstar Games,Saibot Studios,SCS Software,Square Enix,Subset Games,Tiger Style,Toxic Games,Trapdoor,Two Tribes,United Independent Entertainment GmbH,Unknown Worlds Entertainment,Valve,Vblank Entertainment,Vectorpark,Zeroscale","24 Caret Games,4A Games,5th Cell Media,Actalogic,Arcen Games, LLC,Arkedo,Arrowhead Game Studios,Aspyr (Mac),Infinity Ward, Linux),Firaxis Games,Avalanche Studios,Bohemia Interactive,Bossa Studios,Cherry Pop Games,Codemasters Action Studio,Codemasters Racing Studio,Codemasters Studios,Coffee Stain Studios,Colossal Order Ltd.,Criterion Games,Croteam,Crytek Studios,David Williamson,Day 1 Studios,Devil's Details,DICE,Digerati Distribution,Double Fine Productions,Dragonfly,Dylan Fitterer,EA Los Angeles,EA Redwood Shores,Edge of Reality,Edmund McMillen and Florian Himsl,Electronic Arts,Facepunch Studios,Feral Interactive (Linux),Feral Interactive (Mac),The Creative Assembly,Rocksteady Studios,Frozenbyte,Gaijin Games,Gaslamp Games, Inc.,Gearbox Software,Halycon Media GmbH & Co. KG,Kerberos Productions Inc.,Klei Entertainment,Liquid Entertainment,Ludochip,Lunar Giant,Manic Game Studios,Misfits Attic,Modern Dream,Monolith,Monolith Productions,Timegate,N3V Games,New World Interactive,Obsidian Entertainment,OVERKILL - a Starbreeze Studio.,Playdead,Polytron Corporation,PopCap Games,Psyonix,Ragequit Corporation,Ratloop Asia,Re-Logic,Rebellion,Relic Entertainment,Robot Entertainment,Rockstar Leeds,Team Bondi,Rockstar North,Rockstar Toronto,Saibot Studios,SCS Software,Snowblind Studios,SpinTop Games,Subset Games,Supergiant Games,Swing Swing Submarine,Test3 Projects,Tiger Style,Toxic Games,Treyarch,Triumph Studios,Two Tribes,Unknown Worlds Entertainment,Valve,Vblank Entertainment,Vectorpark,Vigil Games,Worthless Bums,Zeroscale,Zombie Studios",game
76561197960265884,admin,0,3,,,,,8.8,0,1,Action,"Activision,Aspyr (Mac),Ritual Entertainment,Valve","Aspyr (Mac),Infinity Ward,Gearbox Software,Ritual Entertainment,Valve",game
76561197960265890,gamerdad1994,0,3,1,,BA,5921,11.787848101265775,18,1,"Action,Adventure,Casual,Indie,RPG,Early Access,Massively Multiplayer,Simulation,Strategy,Free to Play,Sports,Racing","1C Company,1C-SoftClub,CD PROJEKT RED,2K Games,Aspyr (Mac, Linux),Feral Interactive (Linux),Feral Interactive (Mac),3 Sprockets ,ACE,Topware Interactive,Activision,AGM PLAYISM,Almost Human Games,Arkane Studios,Aspyr (Mac),Electronic Arts,BANDAI NAMCO Entertainment,Basilisk Games,Beatnik Games,Benjamin Rivers,Bethesda Softworks,BioWare Corporation,Blendo Games,Bohemia Interactive,Born Ready Games,Brawsome,Broken Rules,Capybara Games,Carpe Fulgur LLC,Chronic Logic,Cold Beam Games,Dark Artz Entertainment,Darklight Games,Dead Mage,Deep Silver,Devolver Digital,Digital Tribe,Dmytry Lavrov,Double Fine Productions,Edmund McMillen,Facepunch Studios,Fatshark,SEGA,Kalypso Media Digital,Final Form Games,Frictional Games,Frogwares,Frozenbyte,Funcom,Gaijin Games,Gambitious Digital Entertainment,GSC Game World,GSC World Publishing,Headup Games,id Software,inner seas,Instinct Software Ltd.,inXile Entertainment,Klei Entertainment,Kloonigames,KranX Productions,Michael Brough,Nicalis,Nimbly Games,Nordic Games,Number None,Oddworld Inhabitants,Paradox Interactive,Playdead,Positech Games,Re-Logic,Remedy Entertainment,Robot Entertainment,Rockstar Games,Spiderweb Software,Square Enix,Strategy First,Subset Games,Subsoap,Superflat Games,Tale of Tales,TaleWorlds Entertainment,Team17 Digital Ltd,Telltale Games,Terry Cavanagh,The Behemoth,Torn Banner Studios,Trendy Entertainment,Tripwire Interactive,Two Tribes,Uber Entertainment,Ubisoft,Unknown Worlds Entertainment,Valve,Warner Bros. Interactive Entertainment,Wolfire Games,XSEED,Zachtronics","1C Company,1C-SoftClub,1C:InoCo,2K Australia,2K Boston,2K Czech,3 Sprockets,4 Head Studios,4A Games,Almost Human Games,Altar Games,Arkane Studios,Arrowhead Game Studios,Aspyr (Mac),EA - Maxis, Linux),Firaxis Games,Avalanche Studios,Basilisk Games,Beatnik Games,Benjamin Rivers,Bethesda Game Studios,Bethesda Game Studios®,ioWare,BioWare Corporation,Black Sea Studios Ltd,Blendo Games,Blit Software,Born Ready Games Ltd.,Brawsome,BreakAway Games,Frog City Software,PopTop Software,Broken Rules,Bugbear Entertainment,Capybara,Jim Guthrie,Superbrothers,CD PROJEKT RED,Clockstone,Headup Games,Cold Beam Games,Criterion Games,Cryptic Sea,Crytek,Dark Artz Entertainment,Dark Water Studios Ltd,Darklight Games,Darkling Room,Dead Mage,Defence Alliance Team,Dennaton Games,Devil's Details,DICE,Dmytry Lavrov,DnS Development,Double Fine Productions,Dylan Fitterer,EasyGameStation,Edmund McMillen and Florian Himsl,Facepunch Studios,Fatshark,Feral Interactive (Linux),Feral Interactive (Mac),The Creative Assembly,Haemimont Games,Final Form Games,Flying Wild Hog,Frictional Games,Frogwares,FromSoftware,Frozenbyte,Funcom,Gaijin Games,Gas Powered Games,Gearbox Software,GSC Game World,Haggard Games,Headup Games / Crenetic,Headup Games / Radon Labs,Silent Dreams,id Software,inner seas,inXile Entertainment,IO Interactive,Ion Storm,Jasper Byrne,Katauri Interactive,Klei Entertainment,Kloonigames,Konstantin Koshutin,Lazy 8 Studios,Lesta Studio,Michael Brough,MicroProse Software, Inc,NeoCoreGames,Nicalis,Studio Pixel,NIGORO,Nihon Falcom,Nimbly Games,Number None,Obsidian Entertainment,Oddworld Inhabitants,Paradox Development Studio,Piranha Bytes,Piranha – Bytes,aydead,Positech Games,Qooc Software,Re-Logic,Reality Pump Studios,Realmforge Studios,Relic Entertainment,Remedy Entertainment,Ritual Entertainment,Robomodo,Robot Entertainment,Rogue Entertainment,Rune Forge,Sandstorm Productions,SoftLab-NSK,Spiderweb Software,Subset Games,Subsoap,Supergiant Games,Tale of Tales,TaleWorlds Entertainment,Team Meat,Team17 Digital Ltd,Telltale Games,Terry Cavanagh,The Behemoth,Topware Interactive,Torn Banner Studios,Trendy Entertainment,Tripwire Interactive,Troika Games,Two Tribes,Uber Entertainment,Ubisoft,Unknown Worlds Entertainment,Valve,Vigil Games,Volition,Wolfire Games,X-Bow Software,Zachtronics,","dlc,game,mod"
76561197960265908,Datdrive,1,3,1,,US,870,8.492,17,1,"Action,Adventure,Free to Play,Indie,Simulation","Nordic Games,Senscape,Square Enix,Valve","Facepunch Studios,Gearbox Software,Psyonix,Senscape,Valve,Vigil Games",game
76561197960265916,ReutherMonkey,0,1,1,,,,12.391538461538465,17,1,"Action,Adventure,Casual,Free to Play,Massively Multiplayer,Strategy,Indie,RPG,Simulation,Racing","2K Games,Aspyr (Mac, Linux),Aspyr (Mac),Electronic Arts,Bethesda Softworks,Darklight Games,Feral Interactive (Linux),Feral Interactive (Mac),Square Enix,Kalypso Media Digital,Warner Bros. Interactive Entertainment,Introversion Software,New World Interactive,Paradox Interactive,PopCap Games, Inc.,Ragequit Corporation,Ritual Entertainment,Robot Entertainment,SCS Software,Squad,Subset Games,SuperVillain Studios,Toylogic inc.,Tripwire Interactive,Valve","Aspyr (Mac),EA - Maxis, Linux),Firaxis Games,Bethesda Game Studios,Colossal Order Ltd.,Criterion Games,Crystal Dynamics,Feral Interactive (Linux),Feral Interactive (Mac),Crytek Studios,Darklight Games,DICE,EA Los Angeles,EA Redwood Shores,Electronic Arts,ES Team,Haemimont Games,IO Interactive,Rocksteady Studios,Gearbox Software,Introversion Software,New World Interactive,Obsidian Entertainment,PopCap Games, Inc.,Psyonix,Ragequit Corporation,Ritual Entertainment,Robot Entertainment,Sandstorm Productions,SCS Software,Splash Damage,WB Games Montreal,Squad,Subset Games,SuperVillain Studios,Team Chivalry,Toylogic inc.,Tripwire Interactive,Valve","game,mod"
76561197960265924,eisvogel00,0,3,1,,,,10.872,17,1,"Action,Adventure,Free to Play,Massively Multiplayer,RPG,Strategy,Indie,Simulation","2K Games,Bethesda Softworks,Bohemia Interactive,Epic Games, Inc.,New World Interactive,Ragequit Corporation,Rebellion,Square Enix,Trion Worlds,Ubisoft,Valve","Bohemia Interactive,Epic Games, Inc.,Gearbox Software,id Software,New World Interactive,Psyonix,Ragequit Corporation,Rebellion,Trion Worlds,Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai,Valve",game
76561197960265928,Dejen,0,3,4,,US,,7.344117647058822,0,1,"Action,Indie,Strategy","Introversion Software,New World Interactive,Valve","Gearbox Software,Insurgency Development Team,Introversion Software,Valve","game,mod"
76561197960265940,dave,0,3,1,,,,9.99,0,1,Action,Valve,Valve,game
76561197960265942,Satertek -V-,1,3,1,,US,26,11.6190023752968,18,1,"Action,Adventure,Casual,Indie,RPG,Strategy,Free to Play,Massively Multiplayer,Early Access,Simulation,Sports,Animation & Modeling,Video Production,Racing,Utilities","11 bit studios,17-BIT,1C Company,1C-SoftClub,CD PROJEKT RED,2D BOY ,2K Games,Aspyr (Mac & Linux),Feral Interactive (Linux),Feral Interactive (Mac),Missing Link Games,2K Play,800 North and Digital Ranch,Activision,Aspyr (Mac),Aleksey Abramenko,Alientrap,Almost Human Games,Amanita Design,AMPLITUDE Studios,Analgesic Productions LLC,Disney Interactive,LucasArts,Lucasfilm,Electronic Arts,ATLUS,Bethesda Softworks,BioWare Corporation,Bit Blot,bitComposer Games,Kalypso Media Digital ,Nordic Games,Viva Media,Bithell Games,Black Pants Studio,Blazing Griffin Ltd.,Blendo Games,BlinkWorks Media,Blockland LLC,Bohemia Interactive,Broken Rules,BulkyPix,Capybara Games,CCP,Chronic Logic,CI Games,CINEMAX, s.r.o.,Cipher Prime Studios,Coffee Stain Studios,Cold Beam Games,Crescent Moon Games,Curve Digital,Darklight Games,Data Realms,Daybreak Game Company,Days of Wonder,Deep Silver,Dejobaan Games,Devolver Digital,Gambitious Digital Entertainment,Digital Extremes,Digital Leisure Inc.,Double Fine Productions,Dovetail Games - Trains,Edge of Reality,Edmund McMillen,Egosoft,Elecorn,Empty Clip Studios,Epic Games,Eyebrow Interactive,Warner Bros. Interactive Entertainment,Final Form Games,Firemint,Freejam,Frictional Games,Frozenbyte,Funcom,Futuremark,Gaijin Entertainment,Gaijin Games,Galactic Cafe,Gamepot,Night Dive Studios,Giant Army,Grinding Gear Games,GSC Game World,Harebrained Holdings,Hassey Enterprises,Headup Games,Hemisphere Games,Hi-Rez Studios,Hitcents,Iceberg Interactive,id Software,Ideum,increpare games,Instinct Software Ltd.,Introversion Software,inXile Entertainment,Ironhide Game Studio,Klei Entertainment,Kloonigames,Kot in Action Creative Artel,KranX Productions,Krystian Majewski,Kyle Pulver,Level Up Labs,Lucky Frame,Makivision Games,Mark Healey,Michael Todd Games,Microsoft Studios,MinMax Games Ltd.,Misfits Attic,Mode 7,Murudai,ND Games,Nexon America Inc.,Nicalis,THQ,Number None,Owlchemy Labs,Paradox Interactive,Perfect World Entertainment,PopCap Games,Puppy Games,Re-Logic,Rebellion,Remedy Entertainment,Retro Affect,Revolution Software Ltd,Ripstone,Robot Entertainment,Rockstar Games,Ronimo Games,Runic Games,Secret Exit Ltd.,SEGA,Shining Rock Software LLC,SimBin,Size Five Games,SNK PLAYMORE,Sos Mikolaj Kaminski,Spaces of Play,Spiderweb Software,Squad,Square Enix,Stardock Entertainment,Strategy First,Studio Evil,Stunlock Studios,Subatomic Studios LLC,Subset Games,TaleWorlds Entertainment,Team17 Digital Ltd,Telltale Games,Terry Cavanagh,The Chinese Room,The Games Company,The Men Who Wear Many Hats,Tiger Style,Tomorrow Corporation,Trapdoor,Trendy Entertainment,Tripwire Interactive,Twisted Tree,Two Tribes,U.S. Army,Uber Entertainment,Ubisoft,Unigine Corp.,Unknown Worlds Entertainment,Valve,Vanguard Entertainment Group,Wadjet Eye Games,Wolfire Games,Zachtronics","11 bit studios,17-BIT,1C Company,2D BOY,2K Australia,2K Boston,2K China,2K Marin,Digital Extremes,Feral Interactive (Mac),4A Games,5th Cell Media,800 North and Digital Ranch,ACE Team,Aleksey Abramenko,Alientrap,Almost Human Games,Amanita Design,AMPLITUDE Studios,Anthony Rotondo,Ben Garney,Eric Hartman,Arrowhead Game Studios,Ascaron,Aspyr (Mac & Linux),Gearbox Software,Aspyr (Mac),BioWare,EA - Maxis,Infinity Ward,Raven Software,Firaxis Games, & Windows Update),Obsidian Entertainment,Avalanche Studios,Behold Studios,Bethesda Game Studios,Big Huge Games,SkyBox Labs,Bigmoon Studios,Coreplay GmbH,BioWare Corporation,Bit Blot, LLC,Bithell Games,Black Pants Studio,Blendo Games,BlinkWorks Media,Blue Byte,Related Designs,Bohemia Interactive,Boss Baddie,BreakAway Games,Frog City Software,PopTop Software,Broken Rules,Capybara Games,Jim Guthrie,Superbrothers,CCP,CD PROJEKT RED,Cellar Door Games,CINEMAX, s.r.o.,Cipher Prime Studios,City Interactive,ClockStone,Coffee Stain Studios,Cold Beam Games,Crescent Moon Games,Criterion Games,Croteam,Cryptic Sea,Cryptic Studios,Crytek,Crytek Studios,Curve Studios,Dark Water Studios Ltd,Darklight Games,Data Realms,Day 1 Studios,Daybreak Game Company,Days of Wonder,Defence Alliance Team,Dejobaan Games,Owlchemy Labs,Dennaton Games,DICE,Digital Leisure Inc.,Digital Reality,DotEmu,Double Fine Productions,Dovetail Games,DPad Studios,Dreampainters,Dylan Fitterer,EA Los Angeles,EA Redwood Shores,Ed Key and David Kanaga,Edge of Reality,Edmund McMillen and Florian Himsl, Tyler Glaiel,Egosoft,Elecorn,Electronic Arts,Empty Clip Studios,Ensemble Studios,Hidden Path Entertainment,Skybox Labs,Epic Games,ES Team,Ex Nihilo,Eyebrow Interactive,Fakt Software,Feral Interactive (Linux),Haemimont Games,Rocksteady Studios,Final Form Games,Firemint,Flying Wild Hog,Freejam,Frictional Games,Frozenbyte,Funcom,Futuremark,Gaijin Games,Galactic Cafe,GameConnect,InterWave Studios,Gas Powered Games,Giant Army,Gray Matter Studios,Grinding Gear Games,GSC Game World,Gun.,Mighty Rabbit Studios,Harebrained Schemes,Hassey Enterprises,Headup Games,Silent Dreams,Hemisphere Games,Hi-Rez Studios,Hitcents,Ice-pick Lodge,id Software,Ideum,increpare games,Introversion Software,inXile Entertainment,Ion Storm,Iridium Studios,Iron Lore Entertainment,Ironclad Games,Stardock Entertainment,Ironhide Game Studio,Joshua Neurnberger,Klei Entertainment,Kloonigames,Konstantin Koshutin,Kot in Action Creative Artel,Krystian Majewski,Kyle Pulver,Lazy 8 Studios,Level Up Labs,Lionhead Studios,LucasArts,Lucky Frame,Makivision Games,Mark Healey,Michael Todd Games,MicroProse Software,MinMax Games Ltd.,Misfits Attic,Mode 7,Monolith,Monolith Productions,Timegate,Murudai,Nadeo,NDoors,Nicalis,Studio Pixel,Nival,Nom Nom Games,Nordic Games,Reactor Zero,Volition,Number None,Outerlight Ltd.,Pandemic Studios,Paradox Development Studio,Petroglyph,Piranha Bytes,Piranha – Bytes,lytron Corporation,PopCap Games,Press Play,Puny Human,Puppygames,Re-Logic,Rebellion,Relic Entertainment,Remedy Entertainment,Retro Affect,Revolution Software Ltd,Ritual Entertainment,Robert Briscoe,The Chinese Room,Robot Entertainment,Rockstar Games,Rogue Entertainment,Ronimo Games,Runic Games,Sandstorm Productions,Sean HTCH and Joni Kittaka,Secret Exit Ltd.,Shining Rock Software LLC,SimBin,Sir-Tech,Sir-Tech Canada,Size Five Games,Snowblind Studios,Sos,Southend,Spaces of Play,Spiderweb Software,Splash Damage,Squad,Square Enix,Star Gem Inc.,Strategy First,Studio Evil,Stunlock Studios,Subatomic Studios LLC,Subset Games,Supergiant Games,Swing Swing Submarine,TaleWorlds Entertainment,Team Meat,Team17 Digital Ltd,Telltale Games,Terry Cavanagh,The Men Who Wear Many Hats,The Odd Gentlemen,The Sims Studio,Tiger Style,Tomorrow Corporation,Trendy Entertainment,Tripwire Interactive,Turbine,Two Tribes,U.S. Army,Uber Entertainment,Ubisoft Montreal,Unigine Corp.,Unknown Worlds Entertainment,Valve,Vanguard Games,Vigil Games,Wolfire Games,Xatrix Entertainment,Yager Development,Zachtronics,Zombie Panic Team,Zombie Studios,","demo,dlc,game,mod"
